Time,Traj_X,Traj_Y,Traj_Z
98.1,-0.174986,1.07654,0
98.105,-0.175074,1.07654,0
98.11,-0.175163,1.07654,0
98.115,-0.175251,1.07655,0
98.12,-0.17534,1.07655,0
98.125,-0.175429,1.07656,0
98.13,-0.175517,1.07656,0
98.135,-0.175606,1.07656,0
98.14,-0.175694,1.07657,0
98.145,-0.175783,1.07657,0
98.15,-0.175871,1.07658,0
98.155,-0.17596,1.07658,0
98.16,-0.176048,1.07658,0
98.165,-0.176137,1.07659,0
98.17,-0.176225,1.07659,0
98.175,-0.176314,1.07659,0
98.18,-0.176402,1.0766,0
98.185,-0.176491,1.0766,0
98.19,-0.176579,1.07661,0
98.195,-0.176668,1.07661,0
98.2,-0.176757,1.07661,0
98.205,-0.176845,1.07662,0
98.21,-0.176934,1.07662,0
98.215,-0.177022,1.07663,0
98.22,-0.177111,1.07663,0
98.225,-0.177199,1.07663,0
98.23,-0.177288,1.07664,0
98.235,-0.177376,1.07664,0
98.24,-0.177465,1.07664,0
98.245,-0.177553,1.07665,0
98.25,-0.177642,1.07665,0
98.255,-0.17773,1.07666,0
98.26,-0.177819,1.07666,0
98.265,-0.177907,1.07666,0
98.27,-0.177996,1.07667,0
98.275,-0.178084,1.07667,0
98.28,-0.178173,1.07667,0
98.285,-0.178261,1.07668,0
98.29,-0.17835,1.07668,0
98.295,-0.178438,1.07669,0
98.3,-0.178527,1.07669,0
98.305,-0.178615,1.07669,0
98.31,-0.178704,1.0767,0
98.315,-0.178792,1.0767,0
98.32,-0.178881,1.0767,0
98.325,-0.178969,1.07671,0
98.33,-0.179058,1.07671,0
98.335,-0.179146,1.07671,0
98.34,-0.179235,1.07672,0
98.345,-0.179323,1.07672,0
98.35,-0.179412,1.07673,0
98.355,-0.1795,1.07673,0
98.36,-0.179589,1.07673,0
98.365,-0.179677,1.07674,0
98.37,-0.179766,1.07674,0
98.375,-0.179854,1.07674,0
98.38,-0.179943,1.07675,0
98.385,-0.180031,1.07675,0
98.39,-0.18012,1.07675,0
98.395,-0.180208,1.07676,0
98.4,-0.180297,1.07676,0
98.405,-0.180385,1.07677,0
98.41,-0.180474,1.07677,0
98.415,-0.180562,1.07677,0
98.42,-0.180651,1.07678,0
98.425,-0.180739,1.07678,0
98.43,-0.180828,1.07678,0
98.435,-0.180916,1.07679,0
98.44,-0.181005,1.07679,0
98.445,-0.181093,1.07679,0
98.45,-0.181181,1.0768,0
98.455,-0.18127,1.0768,0
98.46,-0.181358,1.0768,0
98.465,-0.181447,1.07681,0
98.47,-0.181535,1.07681,0
98.475,-0.181624,1.07681,0
98.48,-0.181712,1.07682,0
98.485,-0.181801,1.07682,0
98.49,-0.181889,1.07682,0
98.495,-0.181978,1.07683,0
98.5,-0.182066,1.07683,0
98.505,-0.182155,1.07683,0
98.51,-0.182243,1.07684,0
98.515,-0.182332,1.07684,0
98.52,-0.18242,1.07685,0
98.525,-0.182508,1.07685,0
98.53,-0.182597,1.07685,0
98.535,-0.182685,1.07686,0
98.54,-0.182774,1.07686,0
98.545,-0.182862,1.07686,0
98.55,-0.182951,1.07687,0
98.555,-0.183039,1.07687,0
98.56,-0.183128,1.07687,0
98.565,-0.183216,1.07688,0
98.57,-0.183305,1.07688,0
98.575,-0.183393,1.07688,0
98.58,-0.183481,1.07689,0
98.585,-0.18357,1.07689,0
98.59,-0.183658,1.07689,0
98.595,-0.183747,1.0769,0
98.6,-0.183835,1.0769,0
98.605,-0.183924,1.0769,0
98.61,-0.184012,1.07691,0
98.615,-0.184101,1.07691,0
98.62,-0.184189,1.07691,0
98.625,-0.184277,1.07692,0
98.63,-0.184366,1.07692,0
98.635,-0.184454,1.07692,0
98.64,-0.184543,1.07693,0
98.645,-0.184631,1.07693,0
98.65,-0.18472,1.07693,0
98.655,-0.184808,1.07694,0
98.66,-0.184896,1.07694,0
98.665,-0.184985,1.07694,0
98.67,-0.185073,1.07694,0
98.675,-0.185162,1.07695,0
98.68,-0.18525,1.07695,0
98.685,-0.185339,1.07695,0
98.69,-0.185427,1.07696,0
98.695,-0.185515,1.07696,0
98.7,-0.185604,1.07696,0
98.705,-0.185692,1.07697,0
98.71,-0.185781,1.07697,0
98.715,-0.185869,1.07697,0
98.72,-0.185958,1.07698,0
98.725,-0.186046,1.07698,0
98.73,-0.186134,1.07698,0
98.735,-0.186223,1.07699,0
98.74,-0.186311,1.07699,0
98.745,-0.1864,1.07699,0
98.75,-0.186488,1.077,0
98.755,-0.186576,1.077,0
98.76,-0.186665,1.077,0
98.765,-0.186753,1.07701,0
98.77,-0.186842,1.07701,0
98.775,-0.18693,1.07701,0
98.78,-0.187018,1.07701,0
98.785,-0.187107,1.07702,0
98.79,-0.187195,1.07702,0
98.795,-0.187284,1.07702,0
98.8,-0.187372,1.07703,0
98.805,-0.18746,1.07703,0
98.81,-0.187549,1.07703,0
98.815,-0.187637,1.07704,0
98.82,-0.187726,1.07704,0
98.825,-0.187814,1.07704,0
98.83,-0.187902,1.07705,0
98.835,-0.187991,1.07705,0
98.84,-0.188079,1.07705,0
98.845,-0.188168,1.07705,0
98.85,-0.188256,1.07706,0
98.855,-0.188344,1.07706,0
98.86,-0.188433,1.07706,0
98.865,-0.188521,1.07707,0
98.87,-0.18861,1.07707,0
98.875,-0.188698,1.07707,0
98.88,-0.188786,1.07708,0
98.885,-0.188875,1.07708,0
98.89,-0.188963,1.07708,0
98.895,-0.189051,1.07708,0
98.9,-0.18914,1.07709,0
98.905,-0.189228,1.07709,0
98.91,-0.189317,1.07709,0
98.915,-0.189405,1.0771,0
98.92,-0.189493,1.0771,0
98.925,-0.189582,1.0771,0
98.93,-0.18967,1.0771,0
98.935,-0.189758,1.07711,0
98.94,-0.189847,1.07711,0
98.945,-0.189935,1.07711,0
98.95,-0.190024,1.07712,0
98.955,-0.190112,1.07712,0
98.96,-0.1902,1.07712,0
98.965,-0.190289,1.07712,0
98.97,-0.190377,1.07713,0
98.975,-0.190465,1.07713,0
98.98,-0.190554,1.07713,0
98.985,-0.190642,1.07714,0
98.99,-0.19073,1.07714,0
98.995,-0.190819,1.07714,0
99,-0.190907,1.07714,0
99.005,-0.190996,1.07715,0
99.01,-0.191084,1.07715,0
99.015,-0.191172,1.07715,0
99.02,-0.191261,1.07716,0
99.025,-0.191349,1.07716,0
99.03,-0.191437,1.07716,0
99.035,-0.191526,1.07716,0
99.04,-0.191614,1.07717,0
99.045,-0.191702,1.07717,0
99.05,-0.191791,1.07717,0
99.055,-0.191879,1.07718,0
99.06,-0.191967,1.07718,0
99.065,-0.192056,1.07718,0
99.07,-0.192144,1.07718,0
99.075,-0.192232,1.07719,0
99.08,-0.192321,1.07719,0
99.085,-0.192409,1.07719,0
99.09,-0.192497,1.07719,0
99.095,-0.192586,1.0772,0
99.1,-0.192674,1.0772,0
99.105,-0.192762,1.0772,0
99.11,-0.192851,1.07721,0
99.115,-0.192939,1.07721,0
99.12,-0.193027,1.07721,0
99.125,-0.193116,1.07721,0
99.13,-0.193204,1.07722,0
99.135,-0.193292,1.07722,0
99.14,-0.193381,1.07722,0
99.145,-0.193469,1.07722,0
99.15,-0.193557,1.07723,0
99.155,-0.193646,1.07723,0
99.16,-0.193734,1.07723,0
99.165,-0.193822,1.07724,0
99.17,-0.193911,1.07724,0
99.175,-0.193999,1.07724,0
99.18,-0.194087,1.07724,0
99.185,-0.194176,1.07725,0
99.19,-0.194264,1.07725,0
99.195,-0.194352,1.07725,0
99.2,-0.194441,1.07725,0
99.205,-0.194529,1.07726,0
99.21,-0.194617,1.07726,0
99.215,-0.194706,1.07726,0
99.22,-0.194794,1.07726,0
99.225,-0.194882,1.07727,0
99.23,-0.19497,1.07727,0
99.235,-0.195059,1.07727,0
99.24,-0.195147,1.07727,0
99.245,-0.195235,1.07728,0
99.25,-0.195324,1.07728,0
99.255,-0.195412,1.07728,0
99.26,-0.1955,1.07728,0
99.265,-0.195589,1.07729,0
99.27,-0.195677,1.07729,0
99.275,-0.195765,1.07729,0
99.28,-0.195854,1.07729,0
99.285,-0.195942,1.0773,0
99.29,-0.19603,1.0773,0
99.295,-0.196118,1.0773,0
99.3,-0.196207,1.0773,0
99.305,-0.196295,1.07731,0
99.31,-0.196383,1.07731,0
99.315,-0.196472,1.07731,0
99.32,-0.19656,1.07731,0
99.325,-0.196648,1.07732,0
99.33,-0.196736,1.07732,0
99.335,-0.196825,1.07732,0
99.34,-0.196913,1.07732,0
99.345,-0.197001,1.07733,0
99.35,-0.19709,1.07733,0
99.355,-0.197178,1.07733,0
99.36,-0.197266,1.07733,0
99.365,-0.197354,1.07734,0
99.37,-0.197443,1.07734,0
99.375,-0.197531,1.07734,0
99.38,-0.197619,1.07734,0
99.385,-0.197707,1.07734,0
99.39,-0.197796,1.07735,0
99.395,-0.197884,1.07735,0
99.4,-0.197972,1.07735,0
99.405,-0.198061,1.07735,0
99.41,-0.198149,1.07736,0
99.415,-0.198237,1.07736,0
99.42,-0.198325,1.07736,0
99.425,-0.198414,1.07736,0
99.43,-0.198502,1.07737,0
99.435,-0.19859,1.07737,0
99.44,-0.198678,1.07737,0
99.445,-0.198767,1.07737,0
99.45,-0.198855,1.07738,0
99.455,-0.198943,1.07738,0
99.46,-0.199031,1.07738,0
99.465,-0.19912,1.07738,0
99.47,-0.199208,1.07738,0
99.475,-0.199296,1.07739,0
99.48,-0.199384,1.07739,0
99.485,-0.199473,1.07739,0
99.49,-0.199561,1.07739,0
99.495,-0.199649,1.0774,0
99.5,-0.199737,1.0774,0
99.505,-0.199826,1.0774,0
99.51,-0.199914,1.0774,0
99.515,-0.200002,1.0774,0
99.52,-0.20009,1.07741,0
99.525,-0.200179,1.07741,0
99.53,-0.200267,1.07741,0
99.535,-0.200355,1.07741,0
99.54,-0.200443,1.07742,0
99.545,-0.200532,1.07742,0
99.55,-0.20062,1.07742,0
99.555,-0.200708,1.07742,0
99.56,-0.200796,1.07742,0
99.565,-0.200885,1.07743,0
99.57,-0.200973,1.07743,0
99.575,-0.201061,1.07743,0
99.58,-0.201149,1.07743,0
99.585,-0.201238,1.07743,0
99.59,-0.201326,1.07744,0
99.595,-0.201414,1.07744,0
99.6,-0.201502,1.07744,0
99.605,-0.20159,1.07744,0
99.61,-0.201679,1.07744,0
99.615,-0.201767,1.07745,0
99.62,-0.201855,1.07745,0
99.625,-0.201943,1.07745,0
99.63,-0.202032,1.07745,0
99.635,-0.20212,1.07746,0
99.64,-0.202208,1.07746,0
99.645,-0.202296,1.07746,0
99.65,-0.202384,1.07746,0
99.655,-0.202473,1.07746,0
99.66,-0.202561,1.07747,0
99.665,-0.202649,1.07747,0
99.67,-0.202737,1.07747,0
99.675,-0.202825,1.07747,0
99.68,-0.202914,1.07747,0
99.685,-0.203002,1.07748,0
99.69,-0.20309,1.07748,0
99.695,-0.203178,1.07748,0
99.7,-0.203266,1.07748,0
99.705,-0.203355,1.07748,0
99.71,-0.203443,1.07749,0
99.715,-0.203531,1.07749,0
99.72,-0.203619,1.07749,0
99.725,-0.203707,1.07749,0
99.73,-0.203796,1.07749,0
99.735,-0.203884,1.0775,0
99.74,-0.203972,1.0775,0
99.745,-0.20406,1.0775,0
99.75,-0.204148,1.0775,0
99.755,-0.204237,1.0775,0
99.76,-0.204325,1.0775,0
99.765,-0.204413,1.07751,0
99.77,-0.204501,1.07751,0
99.775,-0.204589,1.07751,0
99.78,-0.204678,1.07751,0
99.785,-0.204766,1.07751,0
99.79,-0.204854,1.07752,0
99.795,-0.204942,1.07752,0
99.8,-0.20503,1.07752,0
99.805,-0.205118,1.07752,0
99.81,-0.205207,1.07752,0
99.815,-0.205295,1.07753,0
99.82,-0.205383,1.07753,0
99.825,-0.205471,1.07753,0
99.83,-0.205559,1.07753,0
99.835,-0.205648,1.07753,0
99.84,-0.205736,1.07753,0
99.845,-0.205824,1.07754,0
99.85,-0.205912,1.07754,0
99.855,-0.206,1.07754,0
99.86,-0.206088,1.07754,0
99.865,-0.206177,1.07754,0
99.87,-0.206265,1.07755,0
99.875,-0.206353,1.07755,0
99.88,-0.206441,1.07755,0
99.885,-0.206529,1.07755,0
99.89,-0.206617,1.07755,0
99.895,-0.206705,1.07755,0
99.9,-0.206794,1.07756,0
99.905,-0.206882,1.07756,0
99.91,-0.20697,1.07756,0
99.915,-0.207058,1.07756,0
99.92,-0.207146,1.07756,0
99.925,-0.207234,1.07756,0
99.93,-0.207323,1.07757,0
99.935,-0.207411,1.07757,0
99.94,-0.207499,1.07757,0
99.945,-0.207587,1.07757,0
99.95,-0.207675,1.07757,0
99.955,-0.207763,1.07757,0
99.96,-0.207851,1.07758,0
99.965,-0.20794,1.07758,0
99.97,-0.208028,1.07758,0
99.975,-0.208116,1.07758,0
99.98,-0.208204,1.07758,0
99.985,-0.208292,1.07758,0
99.99,-0.20838,1.07759,0
99.995,-0.208468,1.07759,0
100,-0.208557,1.07759,0
100.005,-0.208645,1.07759,0
100.01,-0.208733,1.07759,0
100.015,-0.208821,1.07759,0
100.02,-0.208909,1.0776,0
100.025,-0.208997,1.0776,0
100.03,-0.209085,1.0776,0
100.035,-0.209173,1.0776,0
100.04,-0.209262,1.0776,0
100.045,-0.20935,1.0776,0
100.05,-0.209438,1.07761,0
100.055,-0.209526,1.07761,0
100.06,-0.209614,1.07761,0
100.065,-0.209702,1.07761,0
100.07,-0.20979,1.07761,0
100.075,-0.209878,1.07761,0
100.08,-0.209967,1.07761,0
100.085,-0.210055,1.07762,0
100.09,-0.210143,1.07762,0
100.095,-0.210231,1.07762,0
100.1,-0.210319,1.07762,0
100.105,-0.210407,1.07762,0
100.11,-0.210495,1.07762,0
100.115,-0.210583,1.07763,0
100.12,-0.210671,1.07763,0
100.125,-0.210759,1.07763,0
100.13,-0.210848,1.07763,0
100.135,-0.210936,1.07763,0
100.14,-0.211024,1.07763,0
100.145,-0.211112,1.07763,0
100.15,-0.2112,1.07764,0
100.155,-0.211288,1.07764,0
100.16,-0.211376,1.07764,0
100.165,-0.211464,1.07764,0
100.17,-0.211552,1.07764,0
100.175,-0.21164,1.07764,0
100.18,-0.211729,1.07764,0
100.185,-0.211817,1.07765,0
100.19,-0.211905,1.07765,0
100.195,-0.211993,1.07765,0
100.2,-0.212081,1.07765,0
100.205,-0.212169,1.07765,0
100.21,-0.212257,1.07765,0
100.215,-0.212345,1.07765,0
100.22,-0.212433,1.07765,0
100.225,-0.212521,1.07766,0
100.23,-0.212609,1.07766,0
100.235,-0.212697,1.07766,0
100.24,-0.212786,1.07766,0
100.245,-0.212874,1.07766,0
100.25,-0.212962,1.07766,0
100.255,-0.21305,1.07766,0
100.26,-0.213138,1.07767,0
100.265,-0.213226,1.07767,0
100.27,-0.213314,1.07767,0
100.275,-0.213402,1.07767,0
100.28,-0.21349,1.07767,0
100.285,-0.213578,1.07767,0
100.29,-0.213666,1.07767,0
100.295,-0.213754,1.07767,0
100.3,-0.213842,1.07768,0
100.305,-0.21393,1.07768,0
100.31,-0.214019,1.07768,0
100.315,-0.214107,1.07768,0
100.32,-0.214195,1.07768,0
100.325,-0.214283,1.07768,0
100.33,-0.214371,1.07768,0
100.335,-0.214459,1.07768,0
100.34,-0.214547,1.07769,0
100.345,-0.214635,1.07769,0
100.35,-0.214723,1.07769,0
100.355,-0.214811,1.07769,0
100.36,-0.214899,1.07769,0
100.365,-0.214987,1.07769,0
100.37,-0.215075,1.07769,0
100.375,-0.215163,1.07769,0
100.38,-0.215251,1.0777,0
100.385,-0.215339,1.0777,0
100.39,-0.215427,1.0777,0
100.395,-0.215515,1.0777,0
100.4,-0.215603,1.0777,0
100.405,-0.215691,1.0777,0
100.41,-0.215779,1.0777,0
100.415,-0.215867,1.0777,0
100.42,-0.215956,1.0777,0
100.425,-0.216044,1.07771,0
100.43,-0.216132,1.07771,0
100.435,-0.21622,1.07771,0
100.44,-0.216308,1.07771,0
100.445,-0.216396,1.07771,0
100.45,-0.216484,1.07771,0
100.455,-0.216572,1.07771,0
100.46,-0.21666,1.07771,0
100.465,-0.216748,1.07771,0
100.47,-0.216836,1.07772,0
100.475,-0.216924,1.07772,0
100.48,-0.217012,1.07772,0
100.485,-0.2171,1.07772,0
100.49,-0.217188,1.07772,0
100.495,-0.217276,1.07772,0
100.5,-0.217364,1.07772,0
100.505,-0.217452,1.07772,0
100.51,-0.21754,1.07772,0
100.515,-0.217628,1.07772,0
100.52,-0.217716,1.07773,0
100.525,-0.217804,1.07773,0
100.53,-0.217892,1.07773,0
100.535,-0.21798,1.07773,0
100.54,-0.218068,1.07773,0
100.545,-0.218156,1.07773,0
100.55,-0.218244,1.07773,0
100.555,-0.218332,1.07773,0
100.56,-0.21842,1.07773,0
100.565,-0.218508,1.07773,0
100.57,-0.218596,1.07773,0
100.575,-0.218684,1.07774,0
100.58,-0.218772,1.07774,0
100.585,-0.21886,1.07774,0
100.59,-0.218948,1.07774,0
100.595,-0.219036,1.07774,0
100.6,-0.219124,1.07774,0
100.605,-0.219212,1.07774,0
100.61,-0.2193,1.07774,0
100.615,-0.219388,1.07774,0
100.62,-0.219476,1.07774,0
100.625,-0.219564,1.07774,0
100.63,-0.219652,1.07775,0
100.635,-0.21974,1.07775,0
100.64,-0.219828,1.07775,0
100.645,-0.219916,1.07775,0
100.65,-0.220004,1.07775,0
100.655,-0.220092,1.07775,0
100.66,-0.22018,1.07775,0
100.665,-0.220268,1.07775,0
100.67,-0.220356,1.07775,0
100.675,-0.220444,1.07775,0
100.68,-0.220532,1.07775,0
100.685,-0.22062,1.07775,0
100.69,-0.220708,1.07776,0
100.695,-0.220796,1.07776,0
100.7,-0.220883,1.07776,0
100.705,-0.220971,1.07776,0
100.71,-0.221059,1.07776,0
100.715,-0.221147,1.07776,0
100.72,-0.221235,1.07776,0
100.725,-0.221323,1.07776,0
100.73,-0.221411,1.07776,0
100.735,-0.221499,1.07776,0
100.74,-0.221587,1.07776,0
100.745,-0.221675,1.07776,0
100.75,-0.221763,1.07776,0
100.755,-0.221851,1.07777,0
100.76,-0.221939,1.07777,0
100.765,-0.222027,1.07777,0
100.77,-0.222115,1.07777,0
100.775,-0.222203,1.07777,0
100.78,-0.222291,1.07777,0
100.785,-0.222379,1.07777,0
100.79,-0.222467,1.07777,0
100.795,-0.222555,1.07777,0
100.8,-0.222643,1.07777,0
100.805,-0.22273,1.07777,0
100.81,-0.222818,1.07777,0
100.815,-0.222906,1.07777,0
100.82,-0.222994,1.07777,0
100.825,-0.223082,1.07777,0
100.83,-0.22317,1.07778,0
100.835,-0.223258,1.07778,0
100.84,-0.223346,1.07778,0
100.845,-0.223434,1.07778,0
100.85,-0.223522,1.07778,0
100.855,-0.22361,1.07778,0
100.86,-0.223698,1.07778,0
100.865,-0.223786,1.07778,0
100.87,-0.223874,1.07778,0
100.875,-0.223962,1.07778,0
100.88,-0.224049,1.07778,0
100.885,-0.224137,1.07778,0
100.89,-0.224225,1.07778,0
100.895,-0.224313,1.07778,0
100.9,-0.224401,1.07778,0
100.905,-0.224489,1.07778,0
100.91,-0.224577,1.07778,0
100.915,-0.224665,1.07778,0
100.92,-0.224753,1.07779,0
100.925,-0.224841,1.07779,0
100.93,-0.224929,1.07779,0
100.935,-0.225016,1.07779,0
100.94,-0.225104,1.07779,0
100.945,-0.225192,1.07779,0
100.95,-0.22528,1.07779,0
100.955,-0.225368,1.07779,0
100.96,-0.225456,1.07779,0
100.965,-0.225544,1.07779,0
100.97,-0.225632,1.07779,0
100.975,-0.22572,1.07779,0
100.98,-0.225808,1.07779,0
100.985,-0.225896,1.07779,0
100.99,-0.225983,1.07779,0
100.995,-0.226071,1.07779,0
101,-0.226159,1.07779,0
101.005,-0.226247,1.07779,0
101.01,-0.226335,1.07779,0
101.015,-0.226423,1.07779,0
101.02,-0.226511,1.07779,0
101.025,-0.226599,1.07779,0
101.03,-0.226687,1.0778,0
101.035,-0.226774,1.0778,0
101.04,-0.226862,1.0778,0
101.045,-0.22695,1.0778,0
101.05,-0.227038,1.0778,0
101.055,-0.227126,1.0778,0
101.06,-0.227214,1.0778,0
101.065,-0.227302,1.0778,0
101.07,-0.22739,1.0778,0
101.075,-0.227477,1.0778,0
101.08,-0.227565,1.0778,0
101.085,-0.227653,1.0778,0
101.09,-0.227741,1.0778,0
101.095,-0.227829,1.0778,0
101.1,-0.227917,1.0778,0
101.105,-0.228005,1.0778,0
101.11,-0.228092,1.0778,0
101.115,-0.22818,1.0778,0
101.12,-0.228268,1.0778,0
101.125,-0.228356,1.0778,0
101.13,-0.228444,1.0778,0
101.135,-0.228532,1.0778,0
101.14,-0.22862,1.0778,0
101.145,-0.228707,1.0778,0
101.15,-0.228795,1.0778,0
101.155,-0.228883,1.0778,0
101.16,-0.228971,1.0778,0
101.165,-0.229059,1.0778,0
101.17,-0.229147,1.0778,0
101.175,-0.229235,1.0778,0
101.18,-0.229322,1.0778,0
101.185,-0.22941,1.0778,0
101.19,-0.229498,1.0778,0
101.195,-0.229586,1.0778,0
101.2,-0.229674,1.0778,0
101.205,-0.229762,1.07781,0
101.21,-0.229849,1.07781,0
101.215,-0.229937,1.07781,0
101.22,-0.230025,1.07781,0
101.225,-0.230113,1.07781,0
101.23,-0.230201,1.07781,0
101.235,-0.230289,1.07781,0
101.24,-0.230376,1.07781,0
101.245,-0.230464,1.07781,0
101.25,-0.230552,1.07781,0
101.255,-0.23064,1.07781,0
101.26,-0.230728,1.07781,0
101.265,-0.230816,1.07781,0
101.27,-0.230903,1.07781,0
101.275,-0.230991,1.07781,0
101.28,-0.231079,1.07781,0
101.285,-0.231167,1.07781,0
101.29,-0.231255,1.07781,0
101.295,-0.231343,1.07781,0
101.3,-0.23143,1.07781,0
101.305,-0.231518,1.07781,0
101.31,-0.231606,1.07781,0
101.315,-0.231694,1.07781,0
101.32,-0.231782,1.07781,0
101.325,-0.231869,1.07781,0
101.33,-0.231957,1.07781,0
101.335,-0.232045,1.07781,0
101.34,-0.232133,1.07781,0
101.345,-0.232221,1.07781,0
101.35,-0.232308,1.07781,0
101.355,-0.232396,1.07781,0
101.36,-0.232484,1.07781,0
101.365,-0.232572,1.07781,0
101.37,-0.23266,1.07781,0
101.375,-0.232747,1.07781,0
101.38,-0.232835,1.07781,0
101.385,-0.232923,1.07781,0
101.39,-0.233011,1.07781,0
101.395,-0.233099,1.07781,0
101.4,-0.233186,1.07781,0
101.405,-0.233274,1.07781,0
101.41,-0.233362,1.07781,0
101.415,-0.23345,1.07781,0
101.42,-0.233538,1.07781,0
101.425,-0.233625,1.07781,0
101.43,-0.233713,1.07781,0
101.435,-0.233801,1.07781,0
101.44,-0.233889,1.07781,0
101.445,-0.233976,1.07781,0
101.45,-0.234064,1.07781,0
101.455,-0.234152,1.07781,0
101.46,-0.23424,1.07781,0
101.465,-0.234328,1.07781,0
101.47,-0.234415,1.07781,0
101.475,-0.234503,1.07781,0
101.48,-0.234591,1.07781,0
101.485,-0.234679,1.07781,0
101.49,-0.234766,1.07781,0
101.495,-0.234854,1.07781,0
101.5,-0.234942,1.0778,0
101.505,-0.23503,1.0778,0
101.51,-0.235117,1.0778,0
101.515,-0.235205,1.0778,0
101.52,-0.235293,1.0778,0
101.525,-0.235381,1.0778,0
101.53,-0.235468,1.0778,0
101.535,-0.235556,1.0778,0
101.54,-0.235644,1.0778,0
101.545,-0.235732,1.0778,0
101.55,-0.23582,1.0778,0
101.555,-0.235907,1.0778,0
101.56,-0.235995,1.0778,0
101.565,-0.236083,1.0778,0
101.57,-0.23617,1.0778,0
101.575,-0.236258,1.0778,0
101.58,-0.236346,1.0778,0
101.585,-0.236434,1.0778,0
101.59,-0.236521,1.0778,0
101.595,-0.236609,1.0778,0
101.6,-0.236697,1.0778,0
101.605,-0.236785,1.0778,0
101.61,-0.236872,1.0778,0
101.615,-0.23696,1.0778,0
101.62,-0.237048,1.0778,0
101.625,-0.237136,1.0778,0
101.63,-0.237223,1.0778,0
101.635,-0.237311,1.0778,0
101.64,-0.237399,1.0778,0
101.645,-0.237487,1.0778,0
101.65,-0.237574,1.0778,0
101.655,-0.237662,1.0778,0
101.66,-0.23775,1.0778,0
101.665,-0.237837,1.0778,0
101.67,-0.237925,1.0778,0
101.675,-0.238013,1.0778,0
101.68,-0.238101,1.07779,0
101.685,-0.238188,1.07779,0
101.69,-0.238276,1.07779,0
101.695,-0.238364,1.07779,0
101.7,-0.238451,1.07779,0
101.705,-0.238539,1.07779,0
101.71,-0.238627,1.07779,0
101.715,-0.238715,1.07779,0
101.72,-0.238802,1.07779,0
101.725,-0.23889,1.07779,0
101.73,-0.238978,1.07779,0
101.735,-0.239065,1.07779,0
101.74,-0.239153,1.07779,0
101.745,-0.239241,1.07779,0
101.75,-0.239328,1.07779,0
101.755,-0.239416,1.07779,0
101.76,-0.239504,1.07779,0
101.765,-0.239592,1.07779,0
101.77,-0.239679,1.07779,0
101.775,-0.239767,1.07779,0
101.78,-0.239855,1.07779,0
101.785,-0.239942,1.07779,0
101.79,-0.24003,1.07778,0
101.795,-0.240118,1.07778,0
101.8,-0.240205,1.07778,0
101.805,-0.240293,1.07778,0
101.81,-0.240381,1.07778,0
101.815,-0.240468,1.07778,0
101.82,-0.240556,1.07778,0
101.825,-0.240644,1.07778,0
101.83,-0.240731,1.07778,0
101.835,-0.240819,1.07778,0
101.84,-0.240907,1.07778,0
101.845,-0.240995,1.07778,0
101.85,-0.241082,1.07778,0
101.855,-0.24117,1.07778,0
101.86,-0.241258,1.07778,0
101.865,-0.241345,1.07778,0
101.87,-0.241433,1.07778,0
101.875,-0.241521,1.07777,0
101.88,-0.241608,1.07777,0
101.885,-0.241696,1.07777,0
101.89,-0.241784,1.07777,0
101.895,-0.241871,1.07777,0
101.9,-0.241959,1.07777,0
101.905,-0.242046,1.07777,0
101.91,-0.242134,1.07777,0
101.915,-0.242222,1.07777,0
101.92,-0.242309,1.07777,0
101.925,-0.242397,1.07777,0
101.93,-0.242485,1.07777,0
101.935,-0.242572,1.07777,0
101.94,-0.24266,1.07777,0
101.945,-0.242748,1.07777,0
101.95,-0.242835,1.07776,0
101.955,-0.242923,1.07776,0
101.96,-0.243011,1.07776,0
101.965,-0.243098,1.07776,0
101.97,-0.243186,1.07776,0
101.975,-0.243274,1.07776,0
101.98,-0.243361,1.07776,0
101.985,-0.243449,1.07776,0
101.99,-0.243536,1.07776,0
101.995,-0.243624,1.07776,0
102,-0.243712,1.07776,0
102.005,-0.243799,1.07776,0
102.01,-0.243887,1.07776,0
102.015,-0.243975,1.07776,0
102.02,-0.244062,1.07775,0
102.025,-0.24415,1.07775,0
102.03,-0.244238,1.07775,0
102.035,-0.244325,1.07775,0
102.04,-0.244413,1.07775,0
102.045,-0.2445,1.07775,0
102.05,-0.244588,1.07775,0
102.055,-0.244676,1.07775,0
102.06,-0.244763,1.07775,0
102.065,-0.244851,1.07775,0
102.07,-0.244938,1.07775,0
102.075,-0.245026,1.07775,0
102.08,-0.245114,1.07774,0
102.085,-0.245201,1.07774,0
102.09,-0.245289,1.07774,0
102.095,-0.245377,1.07774,0
102.1,-0.245464,1.07774,0
102.105,-0.245552,1.07774,0
102.11,-0.245639,1.07774,0
102.115,-0.245727,1.07774,0
102.12,-0.245815,1.07774,0
102.125,-0.245902,1.07774,0
102.13,-0.24599,1.07774,0
102.135,-0.246077,1.07773,0
102.14,-0.246165,1.07773,0
102.145,-0.246252,1.07773,0
102.15,-0.24634,1.07773,0
102.155,-0.246428,1.07773,0
102.16,-0.246515,1.07773,0
102.165,-0.246603,1.07773,0
102.17,-0.24669,1.07773,0
102.175,-0.246778,1.07773,0
102.18,-0.246866,1.07773,0
102.185,-0.246953,1.07773,0
102.19,-0.247041,1.07772,0
102.195,-0.247128,1.07772,0
102.2,-0.247216,1.07772,0
102.205,-0.247304,1.07772,0
