Time,Rocket_X,Rocket_Y,Rocket_Z
199.4,-42.2796,-69.2029,0
199.5,-42.325,-69.2771,0
199.6,-42.3703,-69.3513,0
199.7,-42.4156,-69.4254,0
199.8,-42.4609,-69.4996,0
199.9,-42.5062,-69.5738,0
200,-42.5515,-69.648,0
200.1,-42.5969,-69.7221,0
200.2,-42.6422,-69.7963,0
200.3,-42.6875,-69.8705,0
200.4,-42.7328,-69.9447,0
200.5,-42.7781,-70.0188,0
200.6,-42.8234,-70.093,0
200.7,-42.8688,-70.1672,0
200.8,-42.9141,-70.2414,0
200.9,-42.9594,-70.3156,0
201,-43.0047,-70.3897,0
201.1,-43.05,-70.4639,0
201.2,-43.0953,-70.5381,0
201.3,-43.1407,-70.6123,0
201.4,-43.186,-70.6864,0
201.5,-43.2313,-70.7606,0
201.6,-43.2766,-70.8348,0
201.7,-43.3219,-70.909,0
201.8,-43.3672,-70.9831,0
201.9,-43.4126,-71.0573,0
202,-43.4579,-71.1315,0
202.1,-43.5032,-71.2057,0
202.2,-43.5485,-71.2798,0
202.3,-43.5938,-71.354,0
202.4,-43.6391,-71.4282,0
202.5,-43.6845,-71.5024,0
202.6,-43.7298,-71.5765,0
202.7,-43.7751,-71.6507,0
202.8,-43.8204,-71.7249,0
202.9,-43.8657,-71.7991,0
203,-43.911,-71.8732,0
203.1,-43.9564,-71.9474,0
203.2,-44.0017,-72.0216,0
203.3,-44.047,-72.0958,0
203.4,-44.0923,-72.17,0
203.5,-44.1376,-72.2441,0
203.6,-44.1829,-72.3183,0
203.7,-44.2283,-72.3925,0
203.8,-44.2736,-72.4667,0
203.9,-44.3189,-72.5408,0
204,-44.3642,-72.615,0
204.1,-44.4095,-72.6892,0
204.2,-44.4548,-72.7634,0
204.3,-44.5002,-72.8375,0
204.4,-44.5455,-72.9117,0
204.5,-44.5908,-72.9859,0
204.6,-44.6361,-73.0601,0
204.7,-44.6814,-73.1342,0
204.8,-44.7267,-73.2084,0
204.9,-44.772,-73.2826,0
205,-44.8174,-73.3568,0
205.1,-44.8627,-73.4309,0
205.2,-44.908,-73.5051,0
205.3,-44.9533,-73.5793,0
205.4,-44.9986,-73.6535,0
205.5,-45.0439,-73.7276,0
205.6,-45.0893,-73.8018,0
205.7,-45.1346,-73.876,0
205.8,-45.1799,-73.9502,0
205.9,-45.2252,-74.0243,0
206,-45.2705,-74.0985,0
206.1,-45.3158,-74.1727,0
206.2,-45.3612,-74.2469,0
206.3,-45.4065,-74.3211,0
206.4,-45.4518,-74.3952,0
206.5,-45.4971,-74.4694,0
206.6,-45.5424,-74.5436,0
206.7,-45.5877,-74.6178,0
206.8,-45.6331,-74.6919,0
206.9,-45.6784,-74.7661,0
207,-45.7237,-74.8403,0
207.1,-45.769,-74.9145,0
207.2,-45.8143,-74.9886,0
207.3,-45.8596,-75.0628,0
207.4,-45.905,-75.137,0
207.5,-45.9503,-75.2112,0
207.6,-45.9956,-75.2853,0
207.7,-46.0409,-75.3595,0
207.8,-46.0862,-75.4337,0
207.9,-46.1315,-75.5079,0
208,-46.1769,-75.582,0
208.1,-46.2222,-75.6562,0
208.2,-46.2675,-75.7304,0
208.3,-46.3128,-75.8046,0
208.4,-46.3581,-75.8787,0
208.5,-46.4034,-75.9529,0
208.6,-46.4488,-76.0271,0
208.7,-46.4941,-76.1013,0
208.8,-46.5394,-76.1755,0
208.9,-46.5847,-76.2496,0
209,-46.63,-76.3238,0
209.1,-46.6753,-76.398,0
209.2,-46.7207,-76.4722,0
209.3,-46.766,-76.5463,0
209.4,-46.8113,-76.6205,0
209.5,-46.8566,-76.6947,0
209.6,-46.9019,-76.7689,0
209.7,-46.9472,-76.843,0
209.8,-46.9926,-76.9172,0
209.9,-47.0379,-76.9914,0
210,-47.0832,-77.0656,0
210.1,-47.1285,-77.1397,0
210.2,-47.1738,-77.2139,0
210.3,-47.2191,-77.2881,0
210.4,-47.2645,-77.3623,0
210.5,-47.3098,-77.4364,0
210.6,-47.3551,-77.5106,0
210.7,-47.4004,-77.5848,0
210.8,-47.4457,-77.659,0
210.9,-47.491,-77.7331,0
211,-47.5363,-77.8073,0
211.1,-47.5817,-77.8815,0
211.2,-47.627,-77.9557,0
211.3,-47.6723,-78.0298,0
211.4,-47.7176,-78.104,0
211.5,-47.7629,-78.1782,0
211.6,-47.8082,-78.2524,0
211.7,-47.8536,-78.3266,0
211.8,-47.8989,-78.4007,0
211.9,-47.9442,-78.4749,0
212,-47.9895,-78.5491,0
212.1,-48.0348,-78.6233,0
212.2,-48.0801,-78.6974,0
212.3,-48.1255,-78.7716,0
212.4,-48.1708,-78.8458,0
212.5,-48.2161,-78.92,0
212.6,-48.2614,-78.9941,0
212.7,-48.3067,-79.0683,0
212.8,-48.352,-79.1425,0
212.9,-48.3974,-79.2167,0
213,-48.4427,-79.2908,0
213.1,-48.488,-79.365,0
213.2,-48.5333,-79.4392,0
213.3,-48.5786,-79.5134,0
213.4,-48.6239,-79.5875,0
213.5,-48.6693,-79.6617,0
213.6,-48.7146,-79.7359,0
213.7,-48.7599,-79.8101,0
213.8,-48.8052,-79.8842,0
213.9,-48.8505,-79.9584,0
214,-48.8958,-80.0326,0
214.1,-48.9412,-80.1068,0
214.2,-48.9865,-80.1809,0
214.3,-49.0318,-80.2551,0
214.4,-49.0771,-80.3293,0
214.5,-49.1224,-80.4035,0
214.6,-49.1677,-80.4777,0
214.7,-49.2131,-80.5518,0
214.8,-49.2584,-80.626,0
214.9,-49.3037,-80.7002,0
215,-49.349,-80.7744,0
215.1,-49.3943,-80.8485,0
215.2,-49.4396,-80.9227,0
215.3,-49.485,-80.9969,0
215.4,-49.5303,-81.0711,0
215.5,-49.5756,-81.1452,0
215.6,-49.6209,-81.2194,0
215.7,-49.6662,-81.2936,0
215.8,-49.7115,-81.3678,0
215.9,-49.7569,-81.4419,0
216,-49.8022,-81.5161,0
216.1,-49.8475,-81.5903,0
216.2,-49.8928,-81.6645,0
216.3,-49.9381,-81.7386,0
216.4,-49.9834,-81.8128,0
216.5,-50.0287,-81.887,0
216.6,-50.0741,-81.9612,0
216.7,-50.1194,-82.0353,0
216.8,-50.1647,-82.1095,0
216.9,-50.21,-82.1837,0
217,-50.2553,-82.2579,0
217.1,-50.3006,-82.332,0
217.2,-50.346,-82.4062,0
217.3,-50.3913,-82.4804,0
217.4,-50.4366,-82.5546,0
217.5,-50.4819,-82.6288,0
217.6,-50.5272,-82.7029,0
217.7,-50.5725,-82.7771,0
217.8,-50.6179,-82.8513,0
217.9,-50.6632,-82.9255,0
218,-50.7085,-82.9996,0
218.1,-50.7538,-83.0738,0
218.2,-50.7991,-83.148,0
218.3,-50.8444,-83.2222,0
218.4,-50.8898,-83.2963,0
218.5,-50.9351,-83.3705,0
218.6,-50.9804,-83.4447,0
218.7,-51.0257,-83.5189,0
218.8,-51.071,-83.593,0
218.9,-51.1163,-83.6672,0
219,-51.1617,-83.7414,0
219.1,-51.207,-83.8156,0
219.2,-51.2523,-83.8897,0
219.3,-51.2976,-83.9639,0
219.4,-51.3429,-84.0381,0
219.5,-51.3882,-84.1123,0
219.6,-51.4336,-84.1864,0
219.7,-51.4789,-84.2606,0
219.8,-51.5242,-84.3348,0
219.9,-51.5695,-84.409,0
220,-51.6148,-84.4831,0
220.1,-51.6601,-84.5573,0
220.2,-51.7055,-84.6315,0
220.3,-51.7508,-84.7057,0
220.4,-51.7961,-84.7799,0
220.5,-51.8414,-84.854,0
220.6,-51.8867,-84.9282,0
220.7,-51.932,-85.0024,0
220.8,-51.9774,-85.0766,0
220.9,-52.0227,-85.1507,0
221,-52.068,-85.2249,0
221.1,-52.1133,-85.2991,0
221.2,-52.1586,-85.3733,0
221.3,-52.2039,-85.4474,0
221.4,-52.2493,-85.5216,0
221.5,-52.2946,-85.5958,0
221.6,-52.3399,-85.67,0
221.7,-52.3852,-85.7441,0
221.8,-52.4305,-85.8183,0
221.9,-52.4758,-85.8925,0
222,-52.5211,-85.9667,0
222.1,-52.5665,-86.0408,0
222.2,-52.6118,-86.115,0
222.3,-52.6571,-86.1892,0
222.4,-52.7024,-86.2634,0
222.5,-52.7477,-86.3375,0
222.6,-52.793,-86.4117,0
222.7,-52.8384,-86.4859,0
222.8,-52.8837,-86.5601,0
222.9,-52.929,-86.6342,0
223,-52.9743,-86.7084,0
223.1,-53.0196,-86.7826,0
223.2,-53.0649,-86.8568,0
223.3,-53.1103,-86.931,0
223.4,-53.1556,-87.0051,0
223.5,-53.2009,-87.0793,0
223.6,-53.2462,-87.1535,0
223.7,-53.2915,-87.2277,0
223.8,-53.3368,-87.3018,0
223.9,-53.3822,-87.376,0
224,-53.4275,-87.4502,0
224.1,-53.4728,-87.5244,0
224.2,-53.5181,-87.5985,0
224.3,-53.5634,-87.6727,0
224.4,-53.6087,-87.7469,0
224.5,-53.6541,-87.8211,0
224.6,-53.6994,-87.8952,0
224.7,-53.7447,-87.9694,0
224.8,-53.79,-88.0436,0
224.9,-53.8353,-88.1178,0
225,-53.8806,-88.1919,0
225.1,-53.926,-88.2661,0
225.2,-53.9713,-88.3403,0
225.3,-54.0166,-88.4145,0
225.4,-54.0619,-88.4886,0
225.5,-54.1072,-88.5628,0
225.6,-54.1525,-88.637,0
225.7,-54.1979,-88.7112,0
225.8,-54.2432,-88.7853,0
225.9,-54.2885,-88.8595,0
226,-54.3338,-88.9337,0
226.1,-54.3791,-89.0079,0
226.2,-54.4244,-89.0821,0
226.3,-54.4698,-89.1562,0
226.4,-54.5151,-89.2304,0
226.5,-54.5604,-89.3046,0
226.6,-54.6057,-89.3788,0
226.7,-54.651,-89.4529,0
226.8,-54.6963,-89.5271,0
226.9,-54.7417,-89.6013,0
227,-54.787,-89.6755,0
227.1,-54.8323,-89.7496,0
227.2,-54.8776,-89.8238,0
227.3,-54.9229,-89.898,0
227.4,-54.9682,-89.9722,0
227.5,-55.0135,-90.0463,0
227.6,-55.0589,-90.1205,0
227.7,-55.1042,-90.1947,0
227.8,-55.1495,-90.2689,0
227.9,-55.1948,-90.343,0
228,-55.2401,-90.4172,0
228.1,-55.2854,-90.4914,0
228.2,-55.3308,-90.5656,0
228.3,-55.3761,-90.6397,0
228.4,-55.4214,-90.7139,0
228.5,-55.4667,-90.7881,0
228.6,-55.512,-90.8623,0
228.7,-55.5573,-90.9364,0
228.8,-55.6027,-91.0106,0
228.9,-55.648,-91.0848,0
229,-55.6933,-91.159,0
229.1,-55.7386,-91.2332,0
229.2,-55.7839,-91.3073,0
229.3,-55.8292,-91.3815,0
229.4,-55.8746,-91.4557,0
229.5,-55.9199,-91.5299,0
229.6,-55.9652,-91.604,0
229.7,-56.0105,-91.6782,0
229.8,-56.0558,-91.7524,0
229.9,-56.1011,-91.8266,0
230,-56.1465,-91.9007,0
230.1,-56.1918,-91.9749,0
230.2,-56.2371,-92.0491,0
230.3,-56.2824,-92.1233,0
230.4,-56.3277,-92.1974,0
230.5,-56.373,-92.2716,0
230.6,-56.4184,-92.3458,0
230.7,-56.4637,-92.42,0
230.8,-56.509,-92.4941,0
230.9,-56.5543,-92.5683,0
231,-56.5996,-92.6425,0
231.1,-56.6449,-92.7167,0
231.2,-56.6903,-92.7908,0
231.3,-56.7356,-92.865,0
231.4,-56.7809,-92.9392,0
231.5,-56.8262,-93.0134,0
231.6,-56.8715,-93.0875,0
231.7,-56.9168,-93.1617,0
231.8,-56.9622,-93.2359,0
231.9,-57.0075,-93.3101,0
232,-57.0528,-93.3843,0
232.1,-57.0981,-93.4584,0
232.2,-57.1434,-93.5326,0
232.3,-57.1887,-93.6068,0
232.4,-57.234,-93.681,0
232.5,-57.2794,-93.7551,0
232.6,-57.3247,-93.8293,0
232.7,-57.37,-93.9035,0
232.8,-57.4153,-93.9777,0
232.9,-57.4606,-94.0518,0
233,-57.5059,-94.126,0
233.1,-57.5513,-94.2002,0
233.2,-57.5966,-94.2744,0
233.3,-57.6419,-94.3485,0
233.4,-57.6872,-94.4227,0
233.5,-57.7325,-94.4969,0
233.6,-57.7778,-94.5711,0
233.7,-57.8232,-94.6452,0
233.8,-57.8685,-94.7194,0
233.9,-57.9138,-94.7936,0
234,-57.9591,-94.8678,0
234.1,-58.0044,-94.9419,0
234.2,-58.0497,-95.0161,0
234.3,-58.0951,-95.0903,0
234.4,-58.1404,-95.1645,0
234.5,-58.1857,-95.2386,0
234.6,-58.231,-95.3128,0
234.7,-58.2763,-95.387,0
234.8,-58.3216,-95.4612,0
234.9,-58.367,-95.5354,0
235,-58.4123,-95.6095,0
235.1,-58.4576,-95.6837,0
235.2,-58.5029,-95.7579,0
235.3,-58.5482,-95.8321,0
235.4,-58.5935,-95.9062,0
235.5,-58.6389,-95.9804,0
235.6,-58.6842,-96.0546,0
235.7,-58.7295,-96.1288,0
235.8,-58.7748,-96.2029,0
235.9,-58.8201,-96.2771,0
236,-58.8654,-96.3513,0
236.1,-58.9108,-96.4255,0
236.2,-58.9561,-96.4996,0
236.3,-59.0014,-96.5738,0
236.4,-59.0467,-96.648,0
236.5,-59.092,-96.7222,0
236.6,-59.1373,-96.7963,0
236.7,-59.1827,-96.8705,0
236.8,-59.228,-96.9447,0
236.9,-59.2733,-97.0189,0
237,-59.3186,-97.093,0
237.1,-59.3639,-97.1672,0
237.2,-59.4092,-97.2414,0
237.3,-59.4546,-97.3156,0
237.4,-59.4999,-97.3897,0
237.5,-59.5452,-97.4639,0
237.6,-59.5905,-97.5381,0
237.7,-59.6358,-97.6123,0
237.8,-59.6811,-97.6864,0
237.9,-59.7264,-97.7606,0
238,-59.7718,-97.8348,0
238.1,-59.8171,-97.909,0
238.2,-59.8624,-97.9832,0
238.3,-59.9077,-98.0573,0
238.4,-59.953,-98.1315,0
238.5,-59.9983,-98.2057,0
238.6,-60.0437,-98.2799,0
238.7,-60.089,-98.354,0
238.8,-60.1343,-98.4282,0
238.9,-60.1796,-98.5024,0
239,-60.2249,-98.5766,0
239.1,-60.2702,-98.6507,0
239.2,-60.3156,-98.7249,0
239.3,-60.3609,-98.7991,0
239.4,-60.4062,-98.8733,0
239.5,-60.4515,-98.9474,0
239.6,-60.4968,-99.0216,0
239.7,-60.5421,-99.0958,0
239.8,-60.5875,-99.17,0
239.9,-60.6328,-99.2441,0
240,-60.6781,-99.3183,0
240.1,-60.7234,-99.3925,0
240.2,-60.7687,-99.4667,0
240.3,-60.814,-99.5408,0
240.4,-60.8594,-99.615,0
240.5,-60.9047,-99.6892,0
240.6,-60.95,-99.7634,0
240.7,-60.9953,-99.8375,0
240.8,-61.0406,-99.9117,0
240.9,-61.0859,-99.9859,0
241,-61.1313,-100.06,0
241.1,-61.1766,-100.134,0
241.2,-61.2219,-100.208,0
241.3,-61.2672,-100.283,0
241.4,-61.3125,-100.357,0
241.5,-61.3578,-100.431,0
241.6,-61.4032,-100.505,0
241.7,-61.4485,-100.579,0
241.8,-61.4938,-100.653,0
241.9,-61.5391,-100.728,0
242,-61.5844,-100.802,0
242.1,-61.6297,-100.876,0
242.2,-61.6751,-100.95,0
242.3,-61.7204,-101.024,0
242.4,-61.7657,-101.099,0
242.5,-61.811,-101.173,0
242.6,-61.8563,-101.247,0
242.7,-61.9016,-101.321,0
242.8,-61.9469,-101.395,0
242.9,-61.9923,-101.469,0
243,-62.0376,-101.544,0
243.1,-62.0829,-101.618,0
243.2,-62.1282,-101.692,0
243.3,-62.1735,-101.766,0
243.4,-62.2188,-101.84,0
243.5,-62.2642,-101.914,0
243.6,-62.3095,-101.989,0
243.7,-62.3548,-102.063,0
243.8,-62.4001,-102.137,0
243.9,-62.4454,-102.211,0
244,-62.4907,-102.285,0
244.1,-62.5361,-102.36,0
244.2,-62.5814,-102.434,0
244.3,-62.6267,-102.508,0
244.4,-62.672,-102.582,0
244.5,-62.7173,-102.656,0
244.6,-62.7626,-102.73,0
244.7,-62.808,-102.805,0
244.8,-62.8533,-102.879,0
244.9,-62.8986,-102.953,0
245,-62.9439,-103.027,0
245.1,-62.9892,-103.101,0
245.2,-63.0345,-103.175,0
245.3,-63.0799,-103.25,0
245.4,-63.1252,-103.324,0
245.5,-63.1705,-103.398,0
245.6,-63.2158,-103.472,0
245.7,-63.2611,-103.546,0
245.8,-63.3064,-103.621,0
245.9,-63.3518,-103.695,0
246,-63.3971,-103.769,0
246.1,-63.4424,-103.843,0
246.2,-63.4877,-103.917,0
246.3,-63.533,-103.991,0
246.4,-63.5783,-104.066,0
246.5,-63.6237,-104.14,0
246.6,-63.669,-104.214,0
246.7,-63.7143,-104.288,0
246.8,-63.7596,-104.362,0
246.9,-63.8049,-104.436,0
247,-63.8502,-104.511,0
247.1,-63.8956,-104.585,0
247.2,-63.9409,-104.659,0
247.3,-63.9862,-104.733,0
247.4,-64.0315,-104.807,0
247.5,-64.0768,-104.882,0
247.6,-64.1221,-104.956,0
247.7,-64.1674,-105.03,0
247.8,-64.2128,-105.104,0
247.9,-64.2581,-105.178,0
248,-64.3034,-105.252,0
248.1,-64.3487,-105.327,0
248.2,-64.394,-105.401,0
248.3,-64.4393,-105.475,0
248.4,-64.4847,-105.549,0
248.5,-64.53,-105.623,0
248.6,-64.5753,-105.697,0
248.7,-64.6206,-105.772,0
248.8,-64.6659,-105.846,0
248.9,-64.7112,-105.92,0
249,-64.7566,-105.994,0
249.1,-64.8019,-106.068,0
249.2,-64.8472,-106.142,0
249.3,-64.8925,-106.217,0
249.4,-64.9378,-106.291,0
249.5,-64.9831,-106.365,0
249.6,-65.0285,-106.439,0
249.7,-65.0738,-106.513,0
249.8,-65.1191,-106.588,0
249.9,-65.1644,-106.662,0
250,-65.2097,-106.736,0
250.1,-65.255,-106.81,0
250.2,-65.3004,-106.884,0
250.3,-65.3457,-106.958,0
250.4,-65.391,-107.033,0
250.5,-65.4363,-107.107,0
250.6,-65.4816,-107.181,0
250.7,-65.5269,-107.255,0
250.8,-65.5723,-107.329,0
250.9,-65.6176,-107.403,0
251,-65.6629,-107.478,0
251.1,-65.7082,-107.552,0
251.2,-65.7535,-107.626,0
251.3,-65.7988,-107.7,0
251.4,-65.8442,-107.774,0
251.5,-65.8895,-107.849,0
251.6,-65.9348,-107.923,0
251.7,-65.9801,-107.997,0
251.8,-66.0254,-108.071,0
251.9,-66.0707,-108.145,0
252,-66.1161,-108.219,0
252.1,-66.1614,-108.294,0
252.2,-66.2067,-108.368,0
252.3,-66.252,-108.442,0
252.4,-66.2973,-108.516,0
252.5,-66.3426,-108.59,0
252.6,-66.3879,-108.664,0
252.7,-66.4333,-108.739,0
252.8,-66.4786,-108.813,0
252.9,-66.5239,-108.887,0
253,-66.5692,-108.961,0
253.1,-66.6145,-109.035,0
253.2,-66.6598,-109.11,0
253.3,-66.7052,-109.184,0
253.4,-66.7505,-109.258,0
253.5,-66.7958,-109.332,0
253.6,-66.8411,-109.406,0
253.7,-66.8864,-109.48,0
253.8,-66.9317,-109.555,0
253.9,-66.9771,-109.629,0
254,-67.0224,-109.703,0
254.1,-67.0677,-109.777,0
254.2,-67.113,-109.851,0
254.3,-67.1583,-109.925,0
254.4,-67.2036,-110,0
254.5,-67.249,-110.074,0
254.6,-67.2943,-110.148,0
254.7,-67.3396,-110.222,0
254.8,-67.3849,-110.296,0
254.9,-67.4302,-110.371,0
255,-67.4755,-110.445,0
255.1,-67.5209,-110.519,0
255.2,-67.5662,-110.593,0
255.3,-67.6115,-110.667,0
255.4,-67.6568,-110.741,0
255.5,-67.7021,-110.816,0
255.6,-67.7474,-110.89,0
255.7,-67.7928,-110.964,0
255.8,-67.8381,-111.038,0
255.9,-67.8834,-111.112,0
256,-67.9287,-111.186,0
256.1,-67.974,-111.261,0
256.2,-68.0193,-111.335,0
256.3,-68.0647,-111.409,0
256.4,-68.11,-111.483,0
256.5,-68.1553,-111.557,0
256.6,-68.2006,-111.632,0
256.7,-68.2459,-111.706,0
256.8,-68.2912,-111.78,0
256.9,-68.3366,-111.854,0
257,-68.3819,-111.928,0
257.1,-68.4272,-112.002,0
257.2,-68.4725,-112.077,0
257.3,-68.5178,-112.151,0
257.4,-68.5631,-112.225,0
257.5,-68.6084,-112.299,0
257.6,-68.6538,-112.373,0
257.7,-68.6991,-112.447,0
257.8,-68.7444,-112.522,0
257.9,-68.7897,-112.596,0
258,-68.835,-112.67,0
258.1,-68.8803,-112.744,0
258.2,-68.9257,-112.818,0
258.3,-68.971,-112.892,0
258.4,-69.0163,-112.967,0
258.5,-69.0616,-113.041,0
258.6,-69.1069,-113.115,0
258.7,-69.1522,-113.189,0
258.8,-69.1976,-113.263,0
258.9,-69.2429,-113.338,0
259,-69.2882,-113.412,0
259.1,-69.3335,-113.486,0
259.2,-69.3788,-113.56,0
259.3,-69.4241,-113.634,0
259.4,-69.4695,-113.708,0
259.5,-69.5148,-113.783,0
259.6,-69.5601,-113.857,0
259.7,-69.6054,-113.931,0
259.8,-69.6507,-114.005,0
259.9,-69.696,-114.079,0
260,-69.7414,-114.153,0
260.1,-69.7867,-114.228,0
260.2,-69.832,-114.302,0
260.3,-69.8773,-114.376,0
260.4,-69.9226,-114.45,0
260.5,-69.9679,-114.524,0
260.6,-70.0133,-114.599,0
260.7,-70.0586,-114.673,0
260.8,-70.1039,-114.747,0
260.9,-70.1492,-114.821,0
261,-70.1945,-114.895,0
261.1,-70.2398,-114.969,0
261.2,-70.2852,-115.044,0
261.3,-70.3305,-115.118,0
261.4,-70.3758,-115.192,0
261.5,-70.4211,-115.266,0
261.6,-70.4664,-115.34,0
261.7,-70.5117,-115.414,0
261.8,-70.5571,-115.489,0
261.9,-70.6024,-115.563,0
262,-70.6477,-115.637,0
262.1,-70.693,-115.711,0
262.2,-70.7383,-115.785,0
262.3,-70.7836,-115.86,0
262.4,-70.8289,-115.934,0
262.5,-70.8743,-116.008,0
262.6,-70.9196,-116.082,0
262.7,-70.9649,-116.156,0
262.8,-71.0102,-116.23,0
262.9,-71.0555,-116.305,0
263,-71.1008,-116.379,0
263.1,-71.1462,-116.453,0
263.2,-71.1915,-116.527,0
263.3,-71.2368,-116.601,0
263.4,-71.2821,-116.675,0
263.5,-71.3274,-116.75,0
263.6,-71.3727,-116.824,0
263.7,-71.4181,-116.898,0
263.8,-71.4634,-116.972,0
263.9,-71.5087,-117.046,0
264,-71.554,-117.121,0
264.1,-71.5993,-117.195,0
264.2,-71.6446,-117.269,0
264.3,-71.69,-117.343,0
264.4,-71.7353,-117.417,0
264.5,-71.7806,-117.491,0
264.6,-71.8259,-117.566,0
264.7,-71.8712,-117.64,0
264.8,-71.9165,-117.714,0
264.9,-71.9619,-117.788,0
265,-72.0072,-117.862,0
265.1,-72.0525,-117.936,0
265.2,-72.0978,-118.011,0
265.3,-72.1431,-118.085,0
265.4,-72.1884,-118.159,0
265.5,-72.2338,-118.233,0
265.6,-72.2791,-118.307,0
265.7,-72.3244,-118.381,0
265.8,-72.3697,-118.456,0
265.9,-72.415,-118.53,0
266,-72.4603,-118.604,0
266.1,-72.5057,-118.678,0
266.2,-72.551,-118.752,0
266.3,-72.5963,-118.827,0
266.4,-72.6416,-118.901,0
266.5,-72.6869,-118.975,0
266.6,-72.7322,-119.049,0
266.7,-72.7776,-119.123,0
266.8,-72.8229,-119.197,0
266.9,-72.8682,-119.272,0
267,-72.9135,-119.346,0
267.1,-72.9588,-119.42,0
267.2,-73.0041,-119.494,0
267.3,-73.0494,-119.568,0
267.4,-73.0948,-119.642,0
267.5,-73.1401,-119.717,0
267.6,-73.1854,-119.791,0
267.7,-73.2307,-119.865,0
267.8,-73.276,-119.939,0
267.9,-73.3213,-120.013,0
268,-73.3667,-120.088,0
268.1,-73.412,-120.162,0
268.2,-73.4573,-120.236,0
268.3,-73.5026,-120.31,0
268.4,-73.5479,-120.384,0
268.5,-73.5932,-120.458,0
268.6,-73.6386,-120.533,0
268.7,-73.6839,-120.607,0
268.8,-73.7292,-120.681,0
268.9,-73.7745,-120.755,0
269,-73.8198,-120.829,0
269.1,-73.8651,-120.903,0
269.2,-73.9105,-120.978,0
269.3,-73.9558,-121.052,0
269.4,-74.0011,-121.126,0
269.5,-74.0464,-121.2,0
269.6,-74.0917,-121.274,0
269.7,-74.137,-121.349,0
269.8,-74.1824,-121.423,0
269.9,-74.2277,-121.497,0
270,-74.273,-121.571,0
270.1,-74.3183,-121.645,0
270.2,-74.3636,-121.719,0
270.3,-74.4089,-121.794,0
270.4,-74.4543,-121.868,0
270.5,-74.4996,-121.942,0
270.6,-74.5449,-122.016,0
270.7,-74.5902,-122.09,0
270.8,-74.6355,-122.164,0
270.9,-74.6808,-122.239,0
271,-74.7262,-122.313,0
271.1,-74.7715,-122.387,0
271.2,-74.8168,-122.461,0
271.3,-74.8621,-122.535,0
271.4,-74.9074,-122.61,0
271.5,-74.9527,-122.684,0
271.6,-74.998,-122.758,0
271.7,-75.0434,-122.832,0
271.8,-75.0887,-122.906,0
271.9,-75.134,-122.98,0
272,-75.1793,-123.055,0
272.1,-75.2246,-123.129,0
272.2,-75.2699,-123.203,0
272.3,-75.3153,-123.277,0
272.4,-75.3606,-123.351,0
272.5,-75.4059,-123.425,0
272.6,-75.4512,-123.5,0
272.7,-75.4965,-123.574,0
272.8,-75.5418,-123.648,0
272.9,-75.5872,-123.722,0
273,-75.6325,-123.796,0
273.1,-75.6778,-123.871,0
273.2,-75.7231,-123.945,0
273.3,-75.7684,-124.019,0
273.4,-75.8137,-124.093,0
273.5,-75.8591,-124.167,0
273.6,-75.9044,-124.241,0
273.7,-75.9497,-124.316,0
273.8,-75.995,-124.39,0
273.9,-76.0403,-124.464,0
274,-76.0856,-124.538,0
274.1,-76.131,-124.612,0
274.2,-76.1763,-124.686,0
274.3,-76.2216,-124.761,0
274.4,-76.2669,-124.835,0
274.5,-76.3122,-124.909,0
274.6,-76.3575,-124.983,0
274.7,-76.4029,-125.057,0
274.8,-76.4482,-125.131,0
274.9,-76.4935,-125.206,0
275,-76.5388,-125.28,0
275.1,-76.5841,-125.354,0
275.2,-76.6294,-125.428,0
275.3,-76.6748,-125.502,0
275.4,-76.7201,-125.577,0
275.5,-76.7654,-125.651,0
275.6,-76.8107,-125.725,0
275.7,-76.856,-125.799,0
275.8,-76.9013,-125.873,0
275.9,-76.9467,-125.947,0
276,-76.992,-126.022,0
276.1,-77.0373,-126.096,0
276.2,-77.0826,-126.17,0
276.3,-77.1279,-126.244,0
276.4,-77.1732,-126.318,0
276.5,-77.2185,-126.392,0
276.6,-77.2639,-126.467,0
276.7,-77.3092,-126.541,0
276.8,-77.3545,-126.615,0
276.9,-77.3998,-126.689,0
277,-77.4451,-126.763,0
277.1,-77.4904,-126.838,0
277.2,-77.5358,-126.912,0
277.3,-77.5811,-126.986,0
277.4,-77.6264,-127.06,0
277.5,-77.6717,-127.134,0
277.6,-77.717,-127.208,0
277.7,-77.7623,-127.283,0
277.8,-77.8077,-127.357,0
277.9,-77.853,-127.431,0
278,-77.8983,-127.505,0
278.1,-77.9436,-127.579,0
278.2,-77.9889,-127.653,0
278.3,-78.0342,-127.728,0
278.4,-78.0796,-127.802,0
278.5,-78.1249,-127.876,0
278.6,-78.1702,-127.95,0
278.7,-78.2155,-128.024,0
278.8,-78.2608,-128.099,0
278.9,-78.3061,-128.173,0
279,-78.3515,-128.247,0
279.1,-78.3968,-128.321,0
279.2,-78.4421,-128.395,0
279.3,-78.4874,-128.469,0
279.4,-78.5327,-128.544,0
279.5,-78.578,-128.618,0
279.6,-78.6234,-128.692,0
279.7,-78.6687,-128.766,0
279.8,-78.714,-128.84,0
279.9,-78.7593,-128.914,0
280,-78.8046,-128.989,0
280.1,-78.8499,-129.063,0
280.2,-78.8953,-129.137,0
280.3,-78.9406,-129.211,0
280.4,-78.9859,-129.285,0
280.5,-79.0312,-129.36,0
280.6,-79.0765,-129.434,0
280.7,-79.1218,-129.508,0
